Date,Market,Company Name,Symbol,Price,Volume
2019-05-22,NASDAQ,Microsoft Corporation,MSFT,127.67,15396500
2019-05-22,NYSE,Berkshire Hathaway Inc.,BRK,304300,100
2019-05-22,NYSE,Johnson & Johnson,JNJ,138.76,5456800
2019-05-23,NASDAQ,Apple Inc.,AAPL,44.92,146118800
2019-05-23,NASDAQ,Microsoft Corporation,MSFT,126.18,23603800
2019-05-23,NYSE,Berkshire Hathaway Inc.,BRK,304115,400
2019-05-23,NYSE,Johnson & Johnson,JNJ,139.79,6951800
2019-05-24,NASDAQ,Apple Inc.,AAPL,44.74,94858800
2019-05-24,NASDAQ,Microsoft Corporation,MSFT,126.24,14123400
2019-05-24,NYSE,Berkshire Hathaway Inc.,BRK,303000,100
2019-05-24,NYSE,Johnson & Johnson,JNJ,138.85,5473300
2019-05-28,NASDAQ,Apple Inc.,AAPL,44.56,111792800
2019-05-28,NASDAQ,Microsoft Corporation,MSFT,126.16,23128400
2019-05-28,NYSE,Berkshire Hathaway Inc.,BRK,301050,300
2019-05-28,NYSE,Johnson & Johnson,JNJ,137.07,11919600
2019-05-29,NASDAQ,Apple Inc.,AAPL,44.35,113924800
2019-05-29,NASDAQ,Microsoft Corporation,MSFT,124.94,22763100
2019-05-29,NYSE,Berkshire Hathaway Inc.,BRK,299860,400
2019-05-29,NYSE,Johnson & Johnson,JNJ,131.33,23247400
2019-05-30,NASDAQ,Apple Inc.,AAPL,44.58,84873600
2019-05-30,NASDAQ,Microsoft Corporation,MSFT,125.73,16829600
2019-05-30,NYSE,Berkshire Hathaway Inc.,BRK,300877,200
2019-05-30,NYSE,Johnson & Johnson,JNJ,132.11,7360600
2019-05-31,NASDAQ,Apple Inc.,AAPL,43.77,108174400
2019-05-31,NASDAQ,Microsoft Corporation,MSFT,123.68,26646800
2019-05-31,NYSE,Berkshire Hathaway Inc.,BRK,297060,300
2019-05-31,NYSE,Johnson & Johnson,JNJ,131.15,7811000
2019-06-03,NASDAQ,Apple Inc.,AAPL,43.33,161584400
2019-06-03,NASDAQ,Microsoft Corporation,MSFT,119.84,37983600
2019-06-03,NYSE,Berkshire Hathaway Inc.,BRK,299742,300
2019-06-03,NYSE,Johnson & Johnson,JNJ,131.44,8434600
2019-06-04,NASDAQ,Apple Inc.,AAPL,44.91,123872000
2019-06-04,NASDAQ,Microsoft Corporation,MSFT,123.16,29382600
2019-06-04,NYSE,Berkshire Hathaway Inc.,BRK,304000,200
2019-06-04,NYSE,Johnson & Johnson,JNJ,133.73,6648900
2019-06-05,NASDAQ,Apple Inc.,AAPL,45.63,119093600
2019-06-05,NASDAQ,Microsoft Corporation,MSFT,125.83,24926100
2019-06-05,NYSE,Berkshire Hathaway Inc.,BRK,306400,200
2019-06-05,NYSE,Johnson & Johnson,JNJ,134.38,6860600
2019-06-06,NASDAQ,Apple Inc.,AAPL,46.31,90105200
2019-06-06,NASDAQ,Microsoft Corporation,MSFT,127.82,21459000
2019-06-06,NYSE,Berkshire Hathaway Inc.,BRK,307900,400
2019-06-06,NYSE,Johnson & Johnson,JNJ,136.68,9115800
2019-06-07,NASDAQ,Apple Inc.,AAPL,47.54,122737600
2019-06-07,NASDAQ,Microsoft Corporation,MSFT,131.4,33885600
2019-06-07,NYSE,Berkshire Hathaway Inc.,BRK,309265,300
2019-06-07,NYSE,Johnson & Johnson,JNJ,138.55,6533900
2019-06-10,NASDAQ,Apple Inc.,AAPL,48.15,104883600
2019-06-10,NASDAQ,Microsoft Corporation,MSFT,132.6,26477100
2019-06-10,NYSE,Berkshire Hathaway Inc.,BRK,311524,200
2019-06-10,NYSE,Johnson & Johnson,JNJ,139.02,4994700
2019-06-11,NASDAQ,Apple Inc.,AAPL,48.7,107731600
2019-06-11,NASDAQ,Microsoft Corporation,MSFT,132.1,23913700
2019-06-11,NYSE,Berkshire Hathaway Inc.,BRK,310238,200
2019-06-11,NYSE,Johnson & Johnson,JNJ,139.78,8230500
2019-06-12,NASDAQ,Apple Inc.,AAPL,48.55,73012800
2019-06-12,NASDAQ,Microsoft Corporation,MSFT,131.49,17084700
2019-06-12,NYSE,Berkshire Hathaway Inc.,BRK,307196,200
2019-06-12,NYSE,Johnson & Johnson,JNJ,141.68,9216500
2019-06-13,NASDAQ,Apple Inc.,AAPL,48.54,86698400
2019-06-13,NASDAQ,Microsoft Corporation,MSFT,132.32,17200800
2019-06-13,NYSE,Berkshire Hathaway Inc.,BRK,307445,200
2019-06-13,NYSE,Johnson & Johnson,JNJ,140.71,7500800
2019-06-14,NASDAQ,Apple Inc.,AAPL,48.19,75046000
2019-06-14,NASDAQ,Microsoft Corporation,MSFT,132.45,17821700
2019-06-14,NYSE,Berkshire Hathaway Inc.,BRK,308206,100
2019-06-14,NYSE,Johnson & Johnson,JNJ,140.09,6548100
2019-06-17,NASDAQ,Apple Inc.,AAPL,48.47,58676400
2019-06-17,NASDAQ,Microsoft Corporation,MSFT,132.85,14517800
2019-06-17,NYSE,Berkshire Hathaway Inc.,BRK,305480,100
2019-06-17,NYSE,Johnson & Johnson,JNJ,139.44,5562800
2019-06-18,NASDAQ,Apple Inc.,AAPL,49.61,106204000
2019-06-18,NASDAQ,Microsoft Corporation,MSFT,135.16,25934500
2019-06-18,NYSE,Berkshire Hathaway Inc.,BRK,308885,300
2019-06-18,NYSE,Johnson & Johnson,JNJ,140.23,7122700
2019-06-19,NASDAQ,Apple Inc.,AAPL,49.47,84496800
2019-06-19,NASDAQ,Microsoft Corporation,MSFT,135.69,23744400
2019-06-19,NYSE,Berkshire Hathaway Inc.,BRK,310966,300
2019-06-19,NYSE,Johnson & Johnson,JNJ,140.45,6393400
2019-06-20,NASDAQ,Apple Inc.,AAPL,49.87,86056000
2019-06-20,NASDAQ,Microsoft Corporation,MSFT,136.95,33042600
2019-06-20,NYSE,Berkshire Hathaway Inc.,BRK,312900,300
2019-06-20,NYSE,Johnson & Johnson,JNJ,142.21,7335800
2019-06-21,NASDAQ,Apple Inc.,AAPL,49.7,191202400
2019-06-21,NASDAQ,Microsoft Corporation,MSFT,136.97,36727900
2019-06-21,NYSE,Berkshire Hathaway Inc.,BRK,309000,300
2019-06-21,NYSE,Johnson & Johnson,JNJ,142.09,11272200
2019-06-24,NASDAQ,Apple Inc.,AAPL,49.65,72881600
2019-06-24,NASDAQ,Microsoft Corporation,MSFT,137.78,20628800
2019-06-24,NYSE,Berkshire Hathaway Inc.,BRK,310650,200
2019-06-24,NYSE,Johnson & Johnson,JNJ,143.06,5894700
2019-06-25,NASDAQ,Apple Inc.,AAPL,48.89,84281200
2019-06-25,NASDAQ,Microsoft Corporation,MSFT,133.43,33327400
2019-06-25,NYSE,Berkshire Hathaway Inc.,BRK,312700,300
2019-06-25,NYSE,Johnson & Johnson,JNJ,144.24,7517000
2019-06-26,NASDAQ,Apple Inc.,AAPL,49.95,104270000
2019-06-26,NASDAQ,Microsoft Corporation,MSFT,133.93,23657700
2019-06-26,NYSE,Berkshire Hathaway Inc.,BRK,312705,200
2019-06-26,NYSE,Johnson & Johnson,JNJ,141.85,7674100
2019-06-27,NASDAQ,Apple Inc.,AAPL,49.94,83598800
2019-06-27,NASDAQ,Microsoft Corporation,MSFT,134.15,16557500
2019-06-27,NYSE,Berkshire Hathaway Inc.,BRK,318285,400
2019-06-27,NYSE,Johnson & Johnson,JNJ,140.69,5233500
2019-06-28,NASDAQ,Apple Inc.,AAPL,49.48,124442400
2019-06-28,NASDAQ,Microsoft Corporation,MSFT,133.96,30043000
2019-06-28,NYSE,Berkshire Hathaway Inc.,BRK,318350,300
2019-06-28,NYSE,Johnson & Johnson,JNJ,139.28,12792400
2019-07-01,NASDAQ,Apple Inc.,AAPL,50.39,109012000
2019-07-01,NASDAQ,Microsoft Corporation,MSFT,135.68,22654200
2019-07-01,NYSE,Berkshire Hathaway Inc.,BRK,321891,400
2019-07-01,NYSE,Johnson & Johnson,JNJ,139.36,5872300
2019-07-02,NASDAQ,Apple Inc.,AAPL,50.68,67740800
2019-07-02,NASDAQ,Microsoft Corporation,MSFT,136.58,15237800
2019-07-02,NYSE,Berkshire Hathaway Inc.,BRK,321515,200
2019-07-02,NYSE,Johnson & Johnson,JNJ,140.03,4501200
2019-07-03,NASDAQ,Apple Inc.,AAPL,51.1,45448000
2019-07-03,NASDAQ,Microsoft Corporation,MSFT,137.46,13629300
2019-07-03,NYSE,Berkshire Hathaway Inc.,BRK,322900,200
2019-07-03,NYSE,Johnson & Johnson,JNJ,142.14,3436300
2019-07-05,NASDAQ,Apple Inc.,AAPL,51.06,69062000
2019-07-05,NASDAQ,Microsoft Corporation,MSFT,137.06,18141100
2019-07-05,NYSE,Berkshire Hathaway Inc.,BRK,323149,200
2019-07-05,NYSE,Johnson & Johnson,JNJ,140.57,4652400
2019-07-08,NASDAQ,Apple Inc.,AAPL,50.01,101354400
2019-07-08,NASDAQ,Microsoft Corporation,MSFT,136.96,16779700
2019-07-08,NYSE,Berkshire Hathaway Inc.,BRK,322451,100
2019-07-08,NYSE,Johnson & Johnson,JNJ,140.97,4078100
2019-07-09,NASDAQ,Apple Inc.,AAPL,50.31,82312000
2019-07-09,NASDAQ,Microsoft Corporation,MSFT,136.46,19953100
2019-07-09,NYSE,Berkshire Hathaway Inc.,BRK,322200,100
2019-07-09,NYSE,Johnson & Johnson,JNJ,141.41,4217400
2019-07-10,NASDAQ,Apple Inc.,AAPL,50.81,71588400
2019-07-10,NASDAQ,Microsoft Corporation,MSFT,137.85,24204400
2019-07-10,NYSE,Berkshire Hathaway Inc.,BRK,320591,200
2019-07-10,NYSE,Johnson & Johnson,JNJ,141.21,4874400
2019-07-11,NASDAQ,Apple Inc.,AAPL,50.44,80767200
2019-07-11,NASDAQ,Microsoft Corporation,MSFT,138.4,22327900
2019-07-11,NYSE,Berkshire Hathaway Inc.,BRK,319837,400
2019-07-11,NYSE,Johnson & Johnson,JNJ,140.11,5817400
2019-07-12,NASDAQ,Apple Inc.,AAPL,50.83,70380800
2019-07-12,NASDAQ,Microsoft Corporation,MSFT,138.9,18936800
2019-07-12,NYSE,Berkshire Hathaway Inc.,BRK,321093,100
2019-07-12,NYSE,Johnson & Johnson,JNJ,134.3,17780100
2019-07-15,NASDAQ,Apple Inc.,AAPL,51.3,67789600
2019-07-15,NASDAQ,Microsoft Corporation,MSFT,138.9,16651500
2019-07-15,NYSE,Berkshire Hathaway Inc.,BRK,320300,100
2019-07-15,NYSE,Johnson & Johnson,JNJ,134.71,10038200
2019-07-16,NASDAQ,Apple Inc.,AAPL,51.13,67467200
2019-07-16,NASDAQ,Microsoft Corporation,MSFT,137.08,22726100
2019-07-16,NYSE,Berkshire Hathaway Inc.,BRK,319273,200
2019-07-16,NYSE,Johnson & Johnson,JNJ,132.5,10214500
2019-07-17,NASDAQ,Apple Inc.,AAPL,50.84,56430000
2019-07-17,NASDAQ,Microsoft Corporation,MSFT,136.27,20211000
2019-07-17,NYSE,Berkshire Hathaway Inc.,BRK,311600,500
2019-07-17,NYSE,Johnson & Johnson,JNJ,131.86,8862100
2019-07-18,NASDAQ,Apple Inc.,AAPL,51.42,74162400
2019-07-18,NASDAQ,Microsoft Corporation,MSFT,136.42,30808700
2019-07-18,NYSE,Berkshire Hathaway Inc.,BRK,312003,600
2019-07-18,NYSE,Johnson & Johnson,JNJ,132.07,6203700
2019-07-19,NASDAQ,Apple Inc.,AAPL,50.65,83717200
2019-07-19,NASDAQ,Microsoft Corporation,MSFT,136.62,48992400
2019-07-19,NYSE,Berkshire Hathaway Inc.,BRK,309218,300
2019-07-19,NYSE,Johnson & Johnson,JNJ,130.31,8340200
2019-07-22,NASDAQ,Apple Inc.,AAPL,51.81,89111600
2019-07-22,NASDAQ,Microsoft Corporation,MSFT,138.43,25074900
2019-07-22,NYSE,Berkshire Hathaway Inc.,BRK,307135,300
2019-07-22,NYSE,Johnson & Johnson,JNJ,128.64,12624800
2019-07-23,NASDAQ,Apple Inc.,AAPL,52.21,73420800
2019-07-23,NASDAQ,Microsoft Corporation,MSFT,139.29,18034600
2019-07-23,NYSE,Berkshire Hathaway Inc.,BRK,309340,300
2019-07-23,NYSE,Johnson & Johnson,JNJ,128.84,5803600
2019-07-24,NASDAQ,Apple Inc.,AAPL,52.17,59966400
2019-07-24,NASDAQ,Microsoft Corporation,MSFT,140.72,20738300
2019-07-24,NYSE,Berkshire Hathaway Inc.,BRK,312000,200
2019-07-24,NYSE,Johnson & Johnson,JNJ,129.78,6838600
2019-07-25,NASDAQ,Apple Inc.,AAPL,51.76,55638400
2019-07-25,NASDAQ,Microsoft Corporation,MSFT,140.19,18356900
2019-07-25,NYSE,Berkshire Hathaway Inc.,BRK,310750,200
2019-07-25,NYSE,Johnson & Johnson,JNJ,131.12,8897800
2019-07-26,NASDAQ,Apple Inc.,AAPL,51.94,70475600
2019-07-26,NASDAQ,Microsoft Corporation,MSFT,141.34,19037600
2019-07-26,NYSE,Berkshire Hathaway Inc.,BRK,315000,200
2019-07-26,NYSE,Johnson & Johnson,JNJ,130.73,4894600
2019-07-29,NASDAQ,Apple Inc.,AAPL,52.42,86693600
2019-07-29,NASDAQ,Microsoft Corporation,MSFT,141.03,16605900
2019-07-29,NYSE,Berkshire Hathaway Inc.,BRK,313529,200
2019-07-29,NYSE,Johnson & Johnson,JNJ,133.02,7832000
2019-07-30,NASDAQ,Apple Inc.,AAPL,52.2,135742800
2019-07-30,NASDAQ,Microsoft Corporation,MSFT,140.35,16846500
2019-07-30,NYSE,Berkshire Hathaway Inc.,BRK,312430,200
2019-07-30,NYSE,Johnson & Johnson,JNJ,132.08,5509600
2019-07-31,NASDAQ,Apple Inc.,AAPL,53.26,277125600
2019-07-31,NASDAQ,Microsoft Corporation,MSFT,136.27,38598800
2019-07-31,NYSE,Berkshire Hathaway Inc.,BRK,308666,200
2019-07-31,NYSE,Johnson & Johnson,JNJ,130.22,8559200
2019-08-01,NASDAQ,Apple Inc.,AAPL,52.11,216071600
2019-08-01,NASDAQ,Microsoft Corporation,MSFT,138.06,40557500
2019-08-01,NYSE,Berkshire Hathaway Inc.,BRK,303660,300
2019-08-01,NYSE,Johnson & Johnson,JNJ,130.29,7870700
2019-08-02,NASDAQ,Apple Inc.,AAPL,51.01,163448400
2019-08-02,NASDAQ,Microsoft Corporation,MSFT,136.9,30791600
2019-08-02,NYSE,Berkshire Hathaway Inc.,BRK,306000,200
2019-08-02,NYSE,Johnson & Johnson,JNJ,131.07,6574900
2019-08-05,NASDAQ,Apple Inc.,AAPL,48.33,209572000
2019-08-05,NASDAQ,Microsoft Corporation,MSFT,132.21,42749600
2019-08-05,NYSE,Berkshire Hathaway Inc.,BRK,297785,500
2019-08-05,NYSE,Johnson & Johnson,JNJ,130.16,9480000
2019-08-06,NASDAQ,Apple Inc.,AAPL,49.25,143299200
2019-08-06,NASDAQ,Microsoft Corporation,MSFT,134.69,32696700
2019-08-06,NYSE,Berkshire Hathaway Inc.,BRK,302325,300
2019-08-06,NYSE,Johnson & Johnson,JNJ,130.77,7880600
2019-08-07,NASDAQ,Apple Inc.,AAPL,49.76,133457600
2019-08-07,NASDAQ,Microsoft Corporation,MSFT,135.28,33414500
2019-08-07,NYSE,Berkshire Hathaway Inc.,BRK,299182,300
2019-08-07,NYSE,Johnson & Johnson,JNJ,130.21,6771700
2019-08-08,NASDAQ,Apple Inc.,AAPL,50.86,108038000
2019-08-08,NASDAQ,Microsoft Corporation,MSFT,138.89,27496500
2019-08-08,NYSE,Berkshire Hathaway Inc.,BRK,301905,200
2019-08-08,NYSE,Johnson & Johnson,JNJ,131.68,5260500
2019-08-09,NASDAQ,Apple Inc.,AAPL,50.25,98478800
2019-08-09,NASDAQ,Microsoft Corporation,MSFT,137.71,23466700
2019-08-09,NYSE,Berkshire Hathaway Inc.,BRK,300435,300
2019-08-09,NYSE,Johnson & Johnson,JNJ,132.04,4677300
2019-08-12,NASDAQ,Apple Inc.,AAPL,50.12,89927600
2019-08-12,NASDAQ,Microsoft Corporation,MSFT,135.79,20476600
2019-08-12,NYSE,Berkshire Hathaway Inc.,BRK,298001,100
2019-08-12,NYSE,Johnson & Johnson,JNJ,131.93,5567600
2019-08-13,NASDAQ,Apple Inc.,AAPL,52.24,188874000
2019-08-13,NASDAQ,Microsoft Corporation,MSFT,138.6,25154600
2019-08-13,NYSE,Berkshire Hathaway Inc.,BRK,299510,200
2019-08-13,NYSE,Johnson & Johnson,JNJ,133.42,5013200
2019-08-14,NASDAQ,Apple Inc.,AAPL,50.69,146189600
2019-08-14,NASDAQ,Microsoft Corporation,MSFT,133.98,32527300
2019-08-14,NYSE,Berkshire Hathaway Inc.,BRK,295000,200
2019-08-14,NYSE,Johnson & Johnson,JNJ,130.26,7736200
2019-08-15,NASDAQ,Apple Inc.,AAPL,50.44,108909600
2019-08-15,NASDAQ,Microsoft Corporation,MSFT,133.68,28074400
2019-08-15,NYSE,Berkshire Hathaway Inc.,BRK,298067,200
2019-08-15,NYSE,Johnson & Johnson,JNJ,130.54,7251200
2019-08-16,NASDAQ,Apple Inc.,AAPL,51.63,110481600
2019-08-16,NASDAQ,Microsoft Corporation,MSFT,136.13,24449100
2019-08-16,NYSE,Berkshire Hathaway Inc.,BRK,300555,100
2019-08-16,NYSE,Johnson & Johnson,JNJ,131.36,5858900
2019-08-19,NASDAQ,Apple Inc.,AAPL,52.59,97654400
2019-08-19,NASDAQ,Microsoft Corporation,MSFT,138.41,24355700
2019-08-19,NYSE,Berkshire Hathaway Inc.,BRK,301414,200
2019-08-19,NYSE,Johnson & Johnson,JNJ,132.25,4958000
2019-08-20,NASDAQ,Apple Inc.,AAPL,52.59,107537200
2019-08-20,NASDAQ,Microsoft Corporation,MSFT,137.26,21170800
2019-08-20,NYSE,Berkshire Hathaway Inc.,BRK,297505,100
2019-08-20,NYSE,Johnson & Johnson,JNJ,130.6,7302000
2019-08-21,NASDAQ,Apple Inc.,AAPL,53.16,86141600
2019-08-21,NASDAQ,Microsoft Corporation,MSFT,138.79,14970300
2019-08-21,NYSE,Berkshire Hathaway Inc.,BRK,299305,300
2019-08-21,NYSE,Johnson & Johnson,JNJ,131.53,6912800
2019-08-22,NASDAQ,Apple Inc.,AAPL,53.12,89014800
2019-08-22,NASDAQ,Microsoft Corporation,MSFT,137.78,18697000
2019-08-22,NYSE,Berkshire Hathaway Inc.,BRK,302260,300
2019-08-22,NYSE,Johnson & Johnson,JNJ,131.27,7213500
2019-08-23,NASDAQ,Apple Inc.,AAPL,50.66,187272000
2019-08-23,NASDAQ,Microsoft Corporation,MSFT,133.39,38508600
2019-08-23,NYSE,Berkshire Hathaway Inc.,BRK,296922,500
2019-08-23,NYSE,Johnson & Johnson,JNJ,127.73,15714000
2019-08-26,NASDAQ,Apple Inc.,AAPL,51.62,104174400
2019-08-26,NASDAQ,Microsoft Corporation,MSFT,135.45,20312600
2019-08-26,NYSE,Berkshire Hathaway Inc.,BRK,300899,200
2019-08-26,NYSE,Johnson & Johnson,JNJ,127.8,8889500
2019-08-27,NASDAQ,Apple Inc.,AAPL,51.04,103493200
2019-08-27,NASDAQ,Microsoft Corporation,MSFT,135.74,23102100
2019-08-27,NYSE,Berkshire Hathaway Inc.,BRK,298420,200
2019-08-27,NYSE,Johnson & Johnson,JNJ,129.64,20183800
2019-08-28,NASDAQ,Apple Inc.,AAPL,51.38,63755200
2019-08-28,NASDAQ,Microsoft Corporation,MSFT,135.56,17393300
2019-08-28,NYSE,Berkshire Hathaway Inc.,BRK,300990,200
2019-08-28,NYSE,Johnson & Johnson,JNJ,128.68,9878800
2019-08-29,NASDAQ,Apple Inc.,AAPL,52.25,83962000
2019-08-29,NASDAQ,Microsoft Corporation,MSFT,138.12,20168700
2019-08-29,NYSE,Berkshire Hathaway Inc.,BRK,305040,300
2019-08-29,NYSE,Johnson & Johnson,JNJ,128.24,6749900
2019-08-30,NASDAQ,Apple Inc.,AAPL,52.19,84573600
2019-08-30,NASDAQ,Microsoft Corporation,MSFT,137.86,23940100
2019-08-30,NYSE,Berkshire Hathaway Inc.,BRK,303078,200
2019-08-30,NYSE,Johnson & Johnson,JNJ,128.36,7371100
2019-09-03,NASDAQ,Apple Inc.,AAPL,51.42,80092000
2019-09-03,NASDAQ,Microsoft Corporation,MSFT,136.04,18869300
2019-09-03,NYSE,Berkshire Hathaway Inc.,BRK,301356,200
2019-09-03,NYSE,Johnson & Johnson,JNJ,128.74,5710200
2019-09-04,NASDAQ,Apple Inc.,AAPL,52.3,76752400
2019-09-04,NASDAQ,Microsoft Corporation,MSFT,137.63,17995900
2019-09-04,NYSE,Berkshire Hathaway Inc.,BRK,303300,100
2019-09-04,NYSE,Johnson & Johnson,JNJ,128.86,4807200
2019-09-05,NASDAQ,Apple Inc.,AAPL,53.32,95654800
2019-09-05,NASDAQ,Microsoft Corporation,MSFT,140.05,26101800
2019-09-05,NYSE,Berkshire Hathaway Inc.,BRK,306066,200
2019-09-05,NYSE,Johnson & Johnson,JNJ,128.58,4754100
2019-09-06,NASDAQ,Apple Inc.,AAPL,53.31,77449200
2019-09-06,NASDAQ,Microsoft Corporation,MSFT,139.1,20824500
2019-09-06,NYSE,Berkshire Hathaway Inc.,BRK,307260,200
2019-09-06,NYSE,Johnson & Johnson,JNJ,128.21,6758300
2019-09-09,NASDAQ,Apple Inc.,AAPL,53.54,109237600
2019-09-09,NASDAQ,Microsoft Corporation,MSFT,137.52,25773900
2019-09-09,NYSE,Berkshire Hathaway Inc.,BRK,309701,200
2019-09-09,NYSE,Johnson & Johnson,JNJ,126.95,7684700
2019-09-10,NASDAQ,Apple Inc.,AAPL,54.17,127111600
2019-09-10,NASDAQ,Microsoft Corporation,MSFT,136.08,28903400
2019-09-10,NYSE,Berkshire Hathaway Inc.,BRK,311950,300
2019-09-10,NYSE,Johnson & Johnson,JNJ,129.55,8239500
2019-09-11,NASDAQ,Apple Inc.,AAPL,55.9,177158400
2019-09-11,NASDAQ,Microsoft Corporation,MSFT,136.12,24726100
2019-09-11,NYSE,Berkshire Hathaway Inc.,BRK,316230,400
2019-09-11,NYSE,Johnson & Johnson,JNJ,131.17,6203600
2019-09-12,NASDAQ,Apple Inc.,AAPL,55.77,128906800
2019-09-12,NASDAQ,Microsoft Corporation,MSFT,137.52,27010000
2019-09-12,NYSE,Berkshire Hathaway Inc.,BRK,317182,500
2019-09-12,NYSE,Johnson & Johnson,JNJ,130.43,5250000
2019-09-13,NASDAQ,Apple Inc.,AAPL,54.69,159053200
2019-09-13,NASDAQ,Microsoft Corporation,MSFT,137.32,23363100
2019-09-13,NYSE,Berkshire Hathaway Inc.,BRK,320850,400
2019-09-13,NYSE,Johnson & Johnson,JNJ,130.78,5369800
2019-09-16,NASDAQ,Apple Inc.,AAPL,54.97,84632400
2019-09-16,NASDAQ,Microsoft Corporation,MSFT,136.33,16731400
2019-09-16,NYSE,Berkshire Hathaway Inc.,BRK,315807,100
2019-09-16,NYSE,Johnson & Johnson,JNJ,129.54,5101700
2019-09-17,NASDAQ,Apple Inc.,AAPL,55.17,73274800
2019-09-17,NASDAQ,Microsoft Corporation,MSFT,137.39,17814200
2019-09-17,NYSE,Berkshire Hathaway Inc.,BRK,315744,200
2019-09-17,NYSE,Johnson & Johnson,JNJ,129.67,4976400
2019-09-18,NASDAQ,Apple Inc.,AAPL,55.69,101360000
2019-09-18,NASDAQ,Microsoft Corporation,MSFT,138.52,23982100
2019-09-18,NYSE,Berkshire Hathaway Inc.,BRK,317030,200
2019-09-18,NYSE,Johnson & Johnson,JNJ,130.41,4373600
2019-09-19,NASDAQ,Apple Inc.,AAPL,55.24,88242400
2019-09-19,NASDAQ,Microsoft Corporation,MSFT,141.07,35772100
2019-09-19,NYSE,Berkshire Hathaway Inc.,BRK,315000,100
2019-09-19,NYSE,Johnson & Johnson,JNJ,130.11,4730100
2019-09-20,NASDAQ,Apple Inc.,AAPL,54.43,221652400
2019-09-20,NASDAQ,Microsoft Corporation,MSFT,139.44,39167300
2019-09-20,NYSE,Berkshire Hathaway Inc.,BRK,313700,400
2019-09-20,NYSE,Johnson & Johnson,JNJ,131.65,12053100
2019-09-23,NASDAQ,Apple Inc.,AAPL,54.68,76662000
2019-09-23,NASDAQ,Microsoft Corporation,MSFT,139.14,17139300
2019-09-23,NYSE,Berkshire Hathaway Inc.,BRK,313225,200
2019-09-23,NYSE,Johnson & Johnson,JNJ,131.74,5183700
2019-09-24,NASDAQ,Apple Inc.,AAPL,54.42,124763200
2019-09-24,NASDAQ,Microsoft Corporation,MSFT,137.38,29773200
2019-09-24,NYSE,Berkshire Hathaway Inc.,BRK,310356,200
2019-09-24,NYSE,Johnson & Johnson,JNJ,131.55,7102600
2019-09-25,NASDAQ,Apple Inc.,AAPL,55.26,87613600
2019-09-25,NASDAQ,Microsoft Corporation,MSFT,139.36,21382000
2019-09-25,NYSE,Berkshire Hathaway Inc.,BRK,311906,100
2019-09-25,NYSE,Johnson & Johnson,JNJ,130.99,4522900
2019-09-26,NASDAQ,Apple Inc.,AAPL,54.97,75334000
2019-09-26,NASDAQ,Microsoft Corporation,MSFT,139.54,17456600
2019-09-26,NYSE,Berkshire Hathaway Inc.,BRK,310250,300
2019-09-26,NYSE,Johnson & Johnson,JNJ,128.85,7545800
2019-09-27,NASDAQ,Apple Inc.,AAPL,54.71,101408000
2019-09-27,NASDAQ,Microsoft Corporation,MSFT,137.73,22477700
2019-09-27,NYSE,Berkshire Hathaway Inc.,BRK,311450,100
2019-09-27,NYSE,Johnson & Johnson,JNJ,128.6,6006500
2019-09-30,NASDAQ,Apple Inc.,AAPL,55.99,103909600
2019-09-30,NASDAQ,Microsoft Corporation,MSFT,139.03,17280900
2019-09-30,NYSE,Berkshire Hathaway Inc.,BRK,311832,200
2019-09-30,NYSE,Johnson & Johnson,JNJ,129.38,6552100
2019-10-01,NASDAQ,Apple Inc.,AAPL,56.15,139223200
2019-10-01,NASDAQ,Microsoft Corporation,MSFT,137.07,21466600
2019-10-01,NYSE,Berkshire Hathaway Inc.,BRK,310005,200
2019-10-01,NYSE,Johnson & Johnson,JNJ,129.99,7673000
2019-10-02,NASDAQ,Apple Inc.,AAPL,54.74,138449200
2019-10-02,NASDAQ,Microsoft Corporation,MSFT,134.65,30521700
2019-10-02,NYSE,Berkshire Hathaway Inc.,BRK,305090,700
2019-10-02,NYSE,Johnson & Johnson,JNJ,132,12051800
2019-10-03,NASDAQ,Apple Inc.,AAPL,55.21,114426000
2019-10-03,NASDAQ,Microsoft Corporation,MSFT,136.28,24132900
2019-10-03,NYSE,Berkshire Hathaway Inc.,BRK,307250,600
2019-10-03,NYSE,Johnson & Johnson,JNJ,131.19,6997600
2019-10-04,NASDAQ,Apple Inc.,AAPL,56.75,138478800
2019-10-04,NASDAQ,Microsoft Corporation,MSFT,138.12,22897700
2019-10-04,NYSE,Berkshire Hathaway Inc.,BRK,312524,200
2019-10-04,NYSE,Johnson & Johnson,JNJ,133.66,7233300
2019-10-07,NASDAQ,Apple Inc.,AAPL,56.76,122306000
2019-10-07,NASDAQ,Microsoft Corporation,MSFT,137.12,15303700
2019-10-07,NYSE,Berkshire Hathaway Inc.,BRK,310720,100
2019-10-07,NYSE,Johnson & Johnson,JNJ,133.16,5427200
2019-10-08,NASDAQ,Apple Inc.,AAPL,56.1,111820000
2019-10-08,NASDAQ,Microsoft Corporation,MSFT,135.67,25550500
2019-10-08,NYSE,Berkshire Hathaway Inc.,BRK,306539,400
2019-10-08,NYSE,Johnson & Johnson,JNJ,131.84,7870400
2019-10-09,NASDAQ,Apple Inc.,AAPL,56.76,74770400
2019-10-09,NASDAQ,Microsoft Corporation,MSFT,138.24,19749900
2019-10-09,NYSE,Berkshire Hathaway Inc.,BRK,310000,200
2019-10-09,NYSE,Johnson & Johnson,JNJ,129.22,7787700
