Date,Market,Company Name,Symbol,Price,Volume
2019-10-10,NASDAQ,Apple Inc.,AAPL,57.52,113013600
2019-10-10,NASDAQ,Microsoft Corporation,MSFT,139.1,17654600
2019-10-10,NYSE,Berkshire Hathaway Inc.,BRK,309974,200
2019-10-10,NYSE,Johnson & Johnson,JNJ,129.06,5119700
2019-10-11,NASDAQ,Apple Inc.,AAPL,59.05,166795600
2019-10-11,NASDAQ,Microsoft Corporation,MSFT,139.68,25446000
2019-10-11,NYSE,Berkshire Hathaway Inc.,BRK,312500,400
2019-10-11,NYSE,Johnson & Johnson,JNJ,131.33,7161400
2019-10-14,NASDAQ,Apple Inc.,AAPL,58.97,96427600
2019-10-14,NASDAQ,Microsoft Corporation,MSFT,139.55,13304300
2019-10-14,NYSE,Berkshire Hathaway Inc.,BRK,311640,100
2019-10-14,NYSE,Johnson & Johnson,JNJ,130.72,5700000
2019-10-15,NASDAQ,Apple Inc.,AAPL,58.83,87360000
2019-10-15,NASDAQ,Microsoft Corporation,MSFT,141.57,19695700
2019-10-15,NYSE,Berkshire Hathaway Inc.,BRK,314250,300
2019-10-15,NYSE,Johnson & Johnson,JNJ,132.84,10008800
2019-10-16,NASDAQ,Apple Inc.,AAPL,58.59,73903200
2019-10-16,NASDAQ,Microsoft Corporation,MSFT,140.41,20751600
2019-10-16,NYSE,Berkshire Hathaway Inc.,BRK,313850,200
2019-10-16,NYSE,Johnson & Johnson,JNJ,135.17,12434200
2019-10-17,NASDAQ,Apple Inc.,AAPL,58.82,67585200
2019-10-17,NASDAQ,Microsoft Corporation,MSFT,139.69,21460600
2019-10-17,NYSE,Berkshire Hathaway Inc.,BRK,313200,200
2019-10-17,NYSE,Johnson & Johnson,JNJ,136.17,8434000
2019-10-18,NASDAQ,Apple Inc.,AAPL,59.1,97433600
2019-10-18,NASDAQ,Microsoft Corporation,MSFT,137.41,32273500
2019-10-18,NYSE,Berkshire Hathaway Inc.,BRK,313270,200
2019-10-18,NYSE,Johnson & Johnson,JNJ,127.7,25868700
2019-10-21,NASDAQ,Apple Inc.,AAPL,60.13,87247200
2019-10-21,NASDAQ,Microsoft Corporation,MSFT,138.43,20078200
2019-10-21,NYSE,Berkshire Hathaway Inc.,BRK,317040,300
2019-10-21,NYSE,Johnson & Johnson,JNJ,128.02,13823600
2019-10-22,NASDAQ,Apple Inc.,AAPL,59.99,82293600
2019-10-22,NASDAQ,Microsoft Corporation,MSFT,136.37,27431000
2019-10-22,NYSE,Berkshire Hathaway Inc.,BRK,316180,100
2019-10-22,NYSE,Johnson & Johnson,JNJ,129.2,7613700
2019-10-23,NASDAQ,Apple Inc.,AAPL,60.79,75828800
2019-10-23,NASDAQ,Microsoft Corporation,MSFT,137.24,29844600
2019-10-23,NYSE,Berkshire Hathaway Inc.,BRK,316560,300
2019-10-23,NYSE,Johnson & Johnson,JNJ,129.9,6693400
2019-10-24,NASDAQ,Apple Inc.,AAPL,60.9,69275200
2019-10-24,NASDAQ,Microsoft Corporation,MSFT,139.94,37029300
2019-10-24,NYSE,Berkshire Hathaway Inc.,BRK,315027,300
2019-10-24,NYSE,Johnson & Johnson,JNJ,127.5,12111600
2019-10-25,NASDAQ,Apple Inc.,AAPL,61.65,73477200
2019-10-25,NASDAQ,Microsoft Corporation,MSFT,140.73,25959700
2019-10-25,NYSE,Berkshire Hathaway Inc.,BRK,317495,400
2019-10-25,NYSE,Johnson & Johnson,JNJ,128.35,6947300
2019-10-28,NASDAQ,Apple Inc.,AAPL,62.26,96572800
2019-10-28,NASDAQ,Microsoft Corporation,MSFT,144.19,35280100
2019-10-28,NYSE,Berkshire Hathaway Inc.,BRK,319055,400
2019-10-28,NYSE,Johnson & Johnson,JNJ,129.18,7875900
2019-10-29,NASDAQ,Apple Inc.,AAPL,60.82,142839600
2019-10-29,NASDAQ,Microsoft Corporation,MSFT,142.83,20589500
2019-10-29,NYSE,Berkshire Hathaway Inc.,BRK,319423,500
2019-10-29,NYSE,Johnson & Johnson,JNJ,129.12,4506300
2019-10-30,NASDAQ,Apple Inc.,AAPL,60.81,124522000
2019-10-30,NASDAQ,Microsoft Corporation,MSFT,144.61,18496600
2019-10-30,NYSE,Berkshire Hathaway Inc.,BRK,320000,400
2019-10-30,NYSE,Johnson & Johnson,JNJ,132.84,9627600
2019-10-31,NASDAQ,Apple Inc.,AAPL,62.19,139162000
2019-10-31,NASDAQ,Microsoft Corporation,MSFT,143.37,24605100
2019-10-31,NYSE,Berkshire Hathaway Inc.,BRK,318939,500
2019-10-31,NYSE,Johnson & Johnson,JNJ,132.04,7686600
2019-11-01,NASDAQ,Apple Inc.,AAPL,63.96,151125200
2019-11-01,NASDAQ,Microsoft Corporation,MSFT,143.72,33128400
2019-11-01,NYSE,Berkshire Hathaway Inc.,BRK,323400,500
2019-11-01,NYSE,Johnson & Johnson,JNJ,131.2,5541800
2019-11-04,NASDAQ,Apple Inc.,AAPL,64.38,103272000
2019-11-04,NASDAQ,Microsoft Corporation,MSFT,144.55,16912000
2019-11-04,NYSE,Berkshire Hathaway Inc.,BRK,326800,300
2019-11-04,NYSE,Johnson & Johnson,JNJ,130.23,6140300
2019-11-05,NASDAQ,Apple Inc.,AAPL,64.28,79897600
2019-11-05,NASDAQ,Microsoft Corporation,MSFT,144.46,18250200
2019-11-05,NYSE,Berkshire Hathaway Inc.,BRK,331500,800
2019-11-05,NYSE,Johnson & Johnson,JNJ,130.42,6257300
2019-11-06,NASDAQ,Apple Inc.,AAPL,64.31,75864400
2019-11-06,NASDAQ,Microsoft Corporation,MSFT,144.06,16575800
2019-11-06,NYSE,Berkshire Hathaway Inc.,BRK,332855,400
2019-11-06,NYSE,Johnson & Johnson,JNJ,130.96,5450000
2019-11-07,NASDAQ,Apple Inc.,AAPL,64.86,94940400
2019-11-07,NASDAQ,Microsoft Corporation,MSFT,144.26,17786700
2019-11-07,NYSE,Berkshire Hathaway Inc.,BRK,333860,500
2019-11-07,NYSE,Johnson & Johnson,JNJ,131.43,5873700
2019-11-08,NASDAQ,Apple Inc.,AAPL,65.04,69986400
2019-11-08,NASDAQ,Microsoft Corporation,MSFT,145.96,16732700
2019-11-08,NYSE,Berkshire Hathaway Inc.,BRK,331526,200
2019-11-08,NYSE,Johnson & Johnson,JNJ,133,5003000
2019-11-11,NASDAQ,Apple Inc.,AAPL,65.55,81821200
2019-11-11,NASDAQ,Microsoft Corporation,MSFT,146.11,14362600
2019-11-11,NYSE,Berkshire Hathaway Inc.,BRK,330986,100
2019-11-11,NYSE,Johnson & Johnson,JNJ,131.98,4371400
2019-11-12,NASDAQ,Apple Inc.,AAPL,65.49,87388800
2019-11-12,NASDAQ,Microsoft Corporation,MSFT,147.07,18641600
2019-11-12,NYSE,Berkshire Hathaway Inc.,BRK,331106,100
2019-11-12,NYSE,Johnson & Johnson,JNJ,131.35,5228700
2019-11-13,NASDAQ,Apple Inc.,AAPL,66.12,102734400
2019-11-13,NASDAQ,Microsoft Corporation,MSFT,147.31,16919200
2019-11-13,NYSE,Berkshire Hathaway Inc.,BRK,329402,200
2019-11-13,NYSE,Johnson & Johnson,JNJ,131.27,5885400
2019-11-14,NASDAQ,Apple Inc.,AAPL,65.66,89182800
2019-11-14,NASDAQ,Microsoft Corporation,MSFT,148.06,19729800
2019-11-14,NYSE,Berkshire Hathaway Inc.,BRK,329302,200
2019-11-14,NYSE,Johnson & Johnson,JNJ,130.96,4217500
2019-11-15,NASDAQ,Apple Inc.,AAPL,66.44,100206400
2019-11-15,NASDAQ,Microsoft Corporation,MSFT,149.97,23485700
2019-11-15,NYSE,Berkshire Hathaway Inc.,BRK,329405,300
2019-11-15,NYSE,Johnson & Johnson,JNJ,134.94,10495100
2019-11-18,NASDAQ,Apple Inc.,AAPL,66.78,86703200
2019-11-18,NASDAQ,Microsoft Corporation,MSFT,150.34,21534000
2019-11-18,NYSE,Berkshire Hathaway Inc.,BRK,329225,200
2019-11-18,NYSE,Johnson & Johnson,JNJ,134.83,9291800
2019-11-19,NASDAQ,Apple Inc.,AAPL,66.57,76167200
2019-11-19,NASDAQ,Microsoft Corporation,MSFT,150.39,23935700
2019-11-19,NYSE,Berkshire Hathaway Inc.,BRK,328601,300
2019-11-19,NYSE,Johnson & Johnson,JNJ,134.82,5192200
2019-11-20,NASDAQ,Apple Inc.,AAPL,65.8,106234400
2019-11-20,NASDAQ,Microsoft Corporation,MSFT,149.62,25696800
2019-11-20,NYSE,Berkshire Hathaway Inc.,BRK,326712,300
2019-11-20,NYSE,Johnson & Johnson,JNJ,135.94,7594400
2019-11-21,NASDAQ,Apple Inc.,AAPL,65.5,121395200
2019-11-21,NASDAQ,Microsoft Corporation,MSFT,149.48,18576100
2019-11-21,NYSE,Berkshire Hathaway Inc.,BRK,325102,200
2019-11-21,NYSE,Johnson & Johnson,JNJ,136.44,6424900
2019-11-22,NASDAQ,Apple Inc.,AAPL,65.45,65325200
2019-11-22,NASDAQ,Microsoft Corporation,MSFT,149.59,15901800
2019-11-22,NYSE,Berkshire Hathaway Inc.,BRK,326962,100
2019-11-22,NYSE,Johnson & Johnson,JNJ,138.07,9235800
2019-11-25,NASDAQ,Apple Inc.,AAPL,66.59,84020400
2019-11-25,NASDAQ,Microsoft Corporation,MSFT,151.23,22420900
2019-11-25,NYSE,Berkshire Hathaway Inc.,BRK,328301,200
2019-11-25,NYSE,Johnson & Johnson,JNJ,137.18,6111900
2019-11-26,NASDAQ,Apple Inc.,AAPL,66.07,105207600
2019-11-26,NASDAQ,Microsoft Corporation,MSFT,152.03,24620100
2019-11-26,NYSE,Berkshire Hathaway Inc.,BRK,328402,200
2019-11-26,NYSE,Johnson & Johnson,JNJ,137.17,10636500
2019-11-27,NASDAQ,Apple Inc.,AAPL,66.96,65235600
2019-11-27,NASDAQ,Microsoft Corporation,MSFT,152.32,15184400
2019-11-27,NYSE,Berkshire Hathaway Inc.,BRK,330685,300
2019-11-27,NYSE,Johnson & Johnson,JNJ,137.75,5523000
2019-11-29,NASDAQ,Apple Inc.,AAPL,66.81,46617600
2019-11-29,NASDAQ,Microsoft Corporation,MSFT,151.38,11977300
2019-11-29,NYSE,Berkshire Hathaway Inc.,BRK,330495,300
2019-11-29,NYSE,Johnson & Johnson,JNJ,137.49,3278900
2019-12-02,NASDAQ,Apple Inc.,AAPL,66.04,94487200
2019-12-02,NASDAQ,Microsoft Corporation,MSFT,149.55,27418400
2019-12-02,NYSE,Berkshire Hathaway Inc.,BRK,330609,300
2019-12-02,NYSE,Johnson & Johnson,JNJ,137.36,4717100
2019-12-03,NASDAQ,Apple Inc.,AAPL,64.86,114430400
2019-12-03,NASDAQ,Microsoft Corporation,MSFT,149.31,24066000
2019-12-03,NYSE,Berkshire Hathaway Inc.,BRK,327539,200
2019-12-03,NYSE,Johnson & Johnson,JNJ,137.16,5741400
2019-12-04,NASDAQ,Apple Inc.,AAPL,65.43,67181600
2019-12-04,NASDAQ,Microsoft Corporation,MSFT,149.85,17574700
2019-12-04,NYSE,Berkshire Hathaway Inc.,BRK,327501,200
2019-12-04,NYSE,Johnson & Johnson,JNJ,139.38,7257300
2019-12-05,NASDAQ,Apple Inc.,AAPL,66.39,74424400
2019-12-05,NASDAQ,Microsoft Corporation,MSFT,149.93,17869100
2019-12-05,NYSE,Berkshire Hathaway Inc.,BRK,329799,200
2019-12-05,NYSE,Johnson & Johnson,JNJ,139.56,5472900
2019-12-06,NASDAQ,Apple Inc.,AAPL,67.68,106075600
2019-12-06,NASDAQ,Microsoft Corporation,MSFT,151.75,16403500
2019-12-06,NYSE,Berkshire Hathaway Inc.,BRK,333640,400
2019-12-06,NYSE,Johnson & Johnson,JNJ,140.38,6640400
2019-12-09,NASDAQ,Apple Inc.,AAPL,66.73,128042400
2019-12-09,NASDAQ,Microsoft Corporation,MSFT,151.36,16687400
2019-12-09,NYSE,Berkshire Hathaway Inc.,BRK,331904,200
2019-12-09,NYSE,Johnson & Johnson,JNJ,140.5,4241000
2019-12-10,NASDAQ,Apple Inc.,AAPL,67.12,90420400
2019-12-10,NASDAQ,Microsoft Corporation,MSFT,151.13,16476100
2019-12-10,NYSE,Berkshire Hathaway Inc.,BRK,332120,500
2019-12-10,NYSE,Johnson & Johnson,JNJ,139.99,5310300
2019-12-11,NASDAQ,Apple Inc.,AAPL,67.69,78756800
2019-12-11,NASDAQ,Microsoft Corporation,MSFT,151.7,18856600
2019-12-11,NYSE,Berkshire Hathaway Inc.,BRK,333600,300
2019-12-11,NYSE,Johnson & Johnson,JNJ,140.98,6631500
2019-12-12,NASDAQ,Apple Inc.,AAPL,67.86,137310400
2019-12-12,NASDAQ,Microsoft Corporation,MSFT,153.24,24612100
2019-12-12,NYSE,Berkshire Hathaway Inc.,BRK,338800,600
2019-12-12,NYSE,Johnson & Johnson,JNJ,141.34,5012400
2019-12-13,NASDAQ,Apple Inc.,AAPL,68.79,133587600
2019-12-13,NASDAQ,Microsoft Corporation,MSFT,154.53,23845400
2019-12-13,NYSE,Berkshire Hathaway Inc.,BRK,338080,200
2019-12-13,NYSE,Johnson & Johnson,JNJ,141.38,4257200
2019-12-16,NASDAQ,Apple Inc.,AAPL,69.96,128186000
2019-12-16,NASDAQ,Microsoft Corporation,MSFT,155.53,24144200
2019-12-16,NYSE,Berkshire Hathaway Inc.,BRK,340380,300
2019-12-16,NYSE,Johnson & Johnson,JNJ,141.79,5353100
2019-12-17,NASDAQ,Apple Inc.,AAPL,70.1,114158400
2019-12-17,NASDAQ,Microsoft Corporation,MSFT,154.69,25425600
2019-12-17,NYSE,Berkshire Hathaway Inc.,BRK,339000,300
2019-12-17,NYSE,Johnson & Johnson,JNJ,143.56,10722400
2019-12-18,NASDAQ,Apple Inc.,AAPL,69.93,116028400
2019-12-18,NASDAQ,Microsoft Corporation,MSFT,154.37,24129200
2019-12-18,NYSE,Berkshire Hathaway Inc.,BRK,337500,200
2019-12-18,NYSE,Johnson & Johnson,JNJ,143.19,7849200
2019-12-19,NASDAQ,Apple Inc.,AAPL,70,98369200
2019-12-19,NASDAQ,Microsoft Corporation,MSFT,155.71,24958900
2019-12-19,NYSE,Berkshire Hathaway Inc.,BRK,337491,500
2019-12-19,NYSE,Johnson & Johnson,JNJ,145.35,9414700
2019-12-20,NASDAQ,Apple Inc.,AAPL,69.86,275978000
2019-12-20,NASDAQ,Microsoft Corporation,MSFT,157.41,53477500
2019-12-20,NYSE,Berkshire Hathaway Inc.,BRK,339850,300
2019-12-20,NYSE,Johnson & Johnson,JNJ,146.06,14532800
2019-12-23,NASDAQ,Apple Inc.,AAPL,71,98572000
2019-12-23,NASDAQ,Microsoft Corporation,MSFT,157.41,17718200
2019-12-23,NYSE,Berkshire Hathaway Inc.,BRK,338045,200
2019-12-23,NYSE,Johnson & Johnson,JNJ,146.44,6558700
2019-12-24,NASDAQ,Apple Inc.,AAPL,71.07,48478800
2019-12-24,NASDAQ,Microsoft Corporation,MSFT,157.38,8989200
2019-12-24,NYSE,Berkshire Hathaway Inc.,BRK,338390,100
2019-12-24,NYSE,Johnson & Johnson,JNJ,145.93,4238900
2019-12-26,NASDAQ,Apple Inc.,AAPL,72.48,93121200
2019-12-26,NASDAQ,Microsoft Corporation,MSFT,158.67,14520600
2019-12-26,NYSE,Berkshire Hathaway Inc.,BRK,339650,100
2019-12-26,NYSE,Johnson & Johnson,JNJ,145.83,3019300
2019-12-27,NASDAQ,Apple Inc.,AAPL,72.45,146266000
2019-12-27,NASDAQ,Microsoft Corporation,MSFT,158.96,18412800
2019-12-27,NYSE,Berkshire Hathaway Inc.,BRK,338920,200
2019-12-27,NYSE,Johnson & Johnson,JNJ,145.75,3432700
2019-12-30,NASDAQ,Apple Inc.,AAPL,72.88,144114400
2019-12-30,NASDAQ,Microsoft Corporation,MSFT,157.59,16348400
2019-12-30,NYSE,Berkshire Hathaway Inc.,BRK,338750,300
2019-12-30,NYSE,Johnson & Johnson,JNJ,145.3,2923300
2019-12-31,NASDAQ,Apple Inc.,AAPL,73.41,100805600
2019-12-31,NASDAQ,Microsoft Corporation,MSFT,157.7,18369400
2019-12-31,NYSE,Berkshire Hathaway Inc.,BRK,339590,100
2019-12-31,NYSE,Johnson & Johnson,JNJ,145.87,4435000
2020-01-02,NASDAQ,Apple Inc.,AAPL,75.09,135480400
2020-01-02,NASDAQ,Microsoft Corporation,MSFT,160.62,22622100
2020-01-02,NYSE,Berkshire Hathaway Inc.,BRK,342261,400
2020-01-02,NYSE,Johnson & Johnson,JNJ,145.97,5777000
2020-01-03,NASDAQ,Apple Inc.,AAPL,74.36,146322800
2020-01-03,NASDAQ,Microsoft Corporation,MSFT,158.62,21116200
2020-01-03,NYSE,Berkshire Hathaway Inc.,BRK,339155,200
2020-01-03,NYSE,Johnson & Johnson,JNJ,144.28,5752400
2020-01-06,NASDAQ,Apple Inc.,AAPL,74.95,118387200
2020-01-06,NASDAQ,Microsoft Corporation,MSFT,159.03,20813700
2020-01-06,NYSE,Berkshire Hathaway Inc.,BRK,340210,300
2020-01-06,NYSE,Johnson & Johnson,JNJ,144.1,7731300
2020-01-07,NASDAQ,Apple Inc.,AAPL,74.6,108872000
2020-01-07,NASDAQ,Microsoft Corporation,MSFT,157.58,21634100
2020-01-07,NYSE,Berkshire Hathaway Inc.,BRK,338901,300
2020-01-07,NYSE,Johnson & Johnson,JNJ,144.98,7382900
2020-01-08,NASDAQ,Apple Inc.,AAPL,75.8,132079200
2020-01-08,NASDAQ,Microsoft Corporation,MSFT,160.09,27746500
2020-01-08,NYSE,Berkshire Hathaway Inc.,BRK,339188,200
2020-01-08,NYSE,Johnson & Johnson,JNJ,144.96,6605800
2020-01-09,NASDAQ,Apple Inc.,AAPL,77.41,170108400
2020-01-09,NASDAQ,Microsoft Corporation,MSFT,162.09,21385000
2020-01-09,NYSE,Berkshire Hathaway Inc.,BRK,343263,300
2020-01-09,NYSE,Johnson & Johnson,JNJ,145.39,6112700
2020-01-10,NASDAQ,Apple Inc.,AAPL,77.58,140644800
2020-01-10,NASDAQ,Microsoft Corporation,MSFT,161.34,20725900
2020-01-10,NYSE,Berkshire Hathaway Inc.,BRK,340185,100
2020-01-10,NYSE,Johnson & Johnson,JNJ,145.06,5042600
2020-01-13,NASDAQ,Apple Inc.,AAPL,79.24,121532000
2020-01-13,NASDAQ,Microsoft Corporation,MSFT,163.28,21626500
2020-01-13,NYSE,Berkshire Hathaway Inc.,BRK,342855,200
2020-01-13,NYSE,Johnson & Johnson,JNJ,145.7,4593200
2020-01-14,NASDAQ,Apple Inc.,AAPL,78.17,161954400
2020-01-14,NASDAQ,Microsoft Corporation,MSFT,162.13,23477400
2020-01-14,NYSE,Berkshire Hathaway Inc.,BRK,340706,200
2020-01-14,NYSE,Johnson & Johnson,JNJ,146.52,7037500
2020-01-15,NASDAQ,Apple Inc.,AAPL,77.83,121923600
2020-01-15,NASDAQ,Microsoft Corporation,MSFT,163.18,21417900
2020-01-15,NYSE,Berkshire Hathaway Inc.,BRK,342550,100
2020-01-15,NYSE,Johnson & Johnson,JNJ,147.01,4960300
2020-01-16,NASDAQ,Apple Inc.,AAPL,78.81,108829200
2020-01-16,NASDAQ,Microsoft Corporation,MSFT,166.17,23865400
2020-01-16,NYSE,Berkshire Hathaway Inc.,BRK,344505,200
2020-01-16,NYSE,Johnson & Johnson,JNJ,148.2,6476000
2020-01-17,NASDAQ,Apple Inc.,AAPL,79.68,137816400
2020-01-17,NASDAQ,Microsoft Corporation,MSFT,167.1,34371700
2020-01-17,NYSE,Berkshire Hathaway Inc.,BRK,344970,200
2020-01-17,NYSE,Johnson & Johnson,JNJ,149.17,9083600
2020-01-21,NASDAQ,Apple Inc.,AAPL,79.14,110843200
2020-01-21,NASDAQ,Microsoft Corporation,MSFT,166.5,29517200
2020-01-21,NYSE,Berkshire Hathaway Inc.,BRK,342650,300
2020-01-21,NYSE,Johnson & Johnson,JNJ,149.27,9543900
2020-01-22,NASDAQ,Apple Inc.,AAPL,79.43,101832400
2020-01-22,NASDAQ,Microsoft Corporation,MSFT,165.7,24138800
2020-01-22,NYSE,Berkshire Hathaway Inc.,BRK,344700,200
2020-01-22,NYSE,Johnson & Johnson,JNJ,148.25,10305300
2020-01-23,NASDAQ,Apple Inc.,AAPL,79.81,104472000
2020-01-23,NASDAQ,Microsoft Corporation,MSFT,166.72,19680800
2020-01-23,NYSE,Berkshire Hathaway Inc.,BRK,344414,200
2020-01-23,NYSE,Johnson & Johnson,JNJ,148.53,8671900
2020-01-24,NASDAQ,Apple Inc.,AAPL,79.58,146537600
2020-01-24,NASDAQ,Microsoft Corporation,MSFT,165.04,24918100
2020-01-24,NYSE,Berkshire Hathaway Inc.,BRK,340199,300
2020-01-24,NYSE,Johnson & Johnson,JNJ,148.32,9051900
2020-01-27,NASDAQ,Apple Inc.,AAPL,77.24,161940000
2020-01-27,NASDAQ,Microsoft Corporation,MSFT,162.28,32078100
2020-01-27,NYSE,Berkshire Hathaway Inc.,BRK,333621,500
2020-01-27,NYSE,Johnson & Johnson,JNJ,148.75,7587100
2020-01-28,NASDAQ,Apple Inc.,AAPL,79.42,162234000
2020-01-28,NASDAQ,Microsoft Corporation,MSFT,165.46,24899900
2020-01-28,NYSE,Berkshire Hathaway Inc.,BRK,336000,200
2020-01-28,NYSE,Johnson & Johnson,JNJ,149.5,7336600
2020-01-29,NASDAQ,Apple Inc.,AAPL,81.08,216229200
2020-01-29,NASDAQ,Microsoft Corporation,MSFT,168.04,34754500
2020-01-29,NYSE,Berkshire Hathaway Inc.,BRK,336476,100
2020-01-29,NYSE,Johnson & Johnson,JNJ,150.54,6288600
2020-01-30,NASDAQ,Apple Inc.,AAPL,80.97,126743200
2020-01-30,NASDAQ,Microsoft Corporation,MSFT,172.78,51597500
2020-01-30,NYSE,Berkshire Hathaway Inc.,BRK,342000,200
2020-01-30,NYSE,Johnson & Johnson,JNJ,150.36,6470600
2020-01-31,NASDAQ,Apple Inc.,AAPL,77.38,199588400
2020-01-31,NASDAQ,Microsoft Corporation,MSFT,170.23,36142700
2020-01-31,NYSE,Berkshire Hathaway Inc.,BRK,335996,300
2020-01-31,NYSE,Johnson & Johnson,JNJ,148.87,8651700
2020-02-03,NASDAQ,Apple Inc.,AAPL,77.17,173985600
2020-02-03,NASDAQ,Microsoft Corporation,MSFT,174.38,30149100
2020-02-03,NYSE,Berkshire Hathaway Inc.,BRK,334860,200
2020-02-03,NYSE,Johnson & Johnson,JNJ,150.17,5765200
2020-02-04,NASDAQ,Apple Inc.,AAPL,79.71,136616400
2020-02-04,NASDAQ,Microsoft Corporation,MSFT,180.12,36433300
2020-02-04,NYSE,Berkshire Hathaway Inc.,BRK,337421,200
2020-02-04,NYSE,Johnson & Johnson,JNJ,151.6,6541400
2020-02-05,NASDAQ,Apple Inc.,AAPL,80.36,118826800
2020-02-05,NASDAQ,Microsoft Corporation,MSFT,179.9,39186300
2020-02-05,NYSE,Berkshire Hathaway Inc.,BRK,342615,300
2020-02-05,NYSE,Johnson & Johnson,JNJ,153.99,5979900
2020-02-06,NASDAQ,Apple Inc.,AAPL,81.3,105425600
2020-02-06,NASDAQ,Microsoft Corporation,MSFT,183.63,27751400
2020-02-06,NYSE,Berkshire Hathaway Inc.,BRK,344081,200
2020-02-06,NYSE,Johnson & Johnson,JNJ,153.53,6201200
2020-02-07,NASDAQ,Apple Inc.,AAPL,80.01,117684000
2020-02-07,NASDAQ,Microsoft Corporation,MSFT,183.89,33529100
2020-02-07,NYSE,Berkshire Hathaway Inc.,BRK,340900,200
2020-02-07,NYSE,Johnson & Johnson,JNJ,151.89,5700300
2020-02-10,NASDAQ,Apple Inc.,AAPL,80.39,109348800
2020-02-10,NASDAQ,Microsoft Corporation,MSFT,188.7,35844300
2020-02-10,NYSE,Berkshire Hathaway Inc.,BRK,340361,200
2020-02-10,NYSE,Johnson & Johnson,JNJ,151.86,4835600
2020-02-11,NASDAQ,Apple Inc.,AAPL,79.9,94323200
2020-02-11,NASDAQ,Microsoft Corporation,MSFT,184.44,53159900
2020-02-11,NYSE,Berkshire Hathaway Inc.,BRK,340780,200
2020-02-11,NYSE,Johnson & Johnson,JNJ,151.99,3715300
2020-02-12,NASDAQ,Apple Inc.,AAPL,81.8,113730400
2020-02-12,NASDAQ,Microsoft Corporation,MSFT,184.71,47062900
2020-02-12,NYSE,Berkshire Hathaway Inc.,BRK,341000,200
2020-02-12,NYSE,Johnson & Johnson,JNJ,151.09,5166800
2020-02-13,NASDAQ,Apple Inc.,AAPL,81.22,94747600
2020-02-13,NASDAQ,Microsoft Corporation,MSFT,183.71,35295800
2020-02-13,NYSE,Berkshire Hathaway Inc.,BRK,338500,300
2020-02-13,NYSE,Johnson & Johnson,JNJ,150.09,5480200
2020-02-14,NASDAQ,Apple Inc.,AAPL,81.24,80113600
2020-02-14,NASDAQ,Microsoft Corporation,MSFT,185.35,23149500
2020-02-14,NYSE,Berkshire Hathaway Inc.,BRK,340224,100
2020-02-14,NYSE,Johnson & Johnson,JNJ,150.13,5716300
2020-02-18,NASDAQ,Apple Inc.,AAPL,79.75,152531200
2020-02-18,NASDAQ,Microsoft Corporation,MSFT,187.23,27792200
2020-02-18,NYSE,Berkshire Hathaway Inc.,BRK,339745,200
2020-02-18,NYSE,Johnson & Johnson,JNJ,149.14,7230700
2020-02-19,NASDAQ,Apple Inc.,AAPL,80.9,93984000
2020-02-19,NASDAQ,Microsoft Corporation,MSFT,187.28,29997500
2020-02-19,NYSE,Berkshire Hathaway Inc.,BRK,344000,300
2020-02-19,NYSE,Johnson & Johnson,JNJ,148.94,6115200
2020-02-20,NASDAQ,Apple Inc.,AAPL,80.07,100566000
2020-02-20,NASDAQ,Microsoft Corporation,MSFT,184.42,36862400
2020-02-20,NYSE,Berkshire Hathaway Inc.,BRK,342122,300
2020-02-20,NYSE,Johnson & Johnson,JNJ,148.37,7464700
2020-02-21,NASDAQ,Apple Inc.,AAPL,78.26,129554000
2020-02-21,NASDAQ,Microsoft Corporation,MSFT,178.59,48572600
2020-02-21,NYSE,Berkshire Hathaway Inc.,BRK,343449,200
2020-02-21,NYSE,Johnson & Johnson,JNJ,149.93,7776800
2020-02-24,NASDAQ,Apple Inc.,AAPL,74.54,222195200
2020-02-24,NASDAQ,Microsoft Corporation,MSFT,170.89,68311100
2020-02-24,NYSE,Berkshire Hathaway Inc.,BRK,333190,700
2020-02-24,NYSE,Johnson & Johnson,JNJ,145.91,10588900
2020-02-25,NASDAQ,Apple Inc.,AAPL,72.02,230673600
2020-02-25,NASDAQ,Microsoft Corporation,MSFT,168.07,68073300
2020-02-25,NYSE,Berkshire Hathaway Inc.,BRK,328000,600
2020-02-25,NYSE,Johnson & Johnson,JNJ,144.65,10529000
2020-02-26,NASDAQ,Apple Inc.,AAPL,73.16,198054800
2020-02-26,NASDAQ,Microsoft Corporation,MSFT,170.17,56206100
2020-02-26,NYSE,Berkshire Hathaway Inc.,BRK,324301,400
2020-02-26,NYSE,Johnson & Johnson,JNJ,143.68,10093800
2020-02-27,NASDAQ,Apple Inc.,AAPL,68.38,320605600
2020-02-27,NASDAQ,Microsoft Corporation,MSFT,158.18,93174900
2020-02-27,NYSE,Berkshire Hathaway Inc.,BRK,312619,500
2020-02-27,NYSE,Johnson & Johnson,JNJ,139.12,12566700
2020-02-28,NASDAQ,Apple Inc.,AAPL,68.34,426884800
2020-02-28,NASDAQ,Microsoft Corporation,MSFT,162.01,97073600
2020-02-28,NYSE,Berkshire Hathaway Inc.,BRK,309096,700
2020-02-28,NYSE,Johnson & Johnson,JNJ,134.48,19825500
2020-03-02,NASDAQ,Apple Inc.,AAPL,74.7,341397200
2020-03-02,NASDAQ,Microsoft Corporation,MSFT,172.79,71030800
2020-03-02,NYSE,Berkshire Hathaway Inc.,BRK,324500,500
